"";"id";"text";"title";"abstract";"keywords";"methods";"type";"authors";"affiliation";"source";"year";"volume";"issue";"startpage";"endpage";"doi";"language";"database"
"80";"Nakata_2012_EcofInanNeTe";"Our research on patent filing in Japan identified major determinants of the time between application filing and the lodging of an examination request, and considered the influence of two factors on requests patent value indices, as well as patent filing and innovation strategies. Our sample covered patent applications of 214 listed Japanese electrical and electronics manufacturers during 1988-2001. The empirical results show that, in the early 1990s, large firms and those with high R&D intensity and patent propensity tended to delay requests; in the late 1990s, their requests accelerated, with those for applications likely to be granted being lodged earlier. Meanwhile, such patent value indices as degree of originality, number of self-citations and external citations had a positive correlation to early examination requests for most periods covered in the sample; joint application and generality showed mixed effects; and such time-varying factors as competitive filings produced diverse results. 2012 Copyright Taylor and Francis Group, LLC. Japanese electrical and electronics manufacturers and patent examination request and survival analysis";"A survival analysis of patent examination requests by Japanese electrical and electronic manufacturers";"Our research on patent filing in Japan identified major determinants of the time between application filing and the lodging of an examination request, and considered the influence of two factors on requests patent value indices, as well as patent filing and innovation strategies. Our sample covered patent applications of 214 listed Japanese electrical and electronics manufacturers during 1988-2001. The empirical results show that, in the early 1990s, large firms and those with high R&D intensity and patent propensity tended to delay requests; in the late 1990s, their requests accelerated, with those for applications likely to be granted being lodged earlier. Meanwhile, such patent value indices as degree of originality, number of self-citations and external citations had a positive correlation to early examination requests for most periods covered in the sample; joint application and generality showed mixed effects; and such time-varying factors as competitive filings produced diverse results. 2012 Copyright Taylor and Francis Group, LLC.";"Japanese electrical and electronics manufacturers and patent examination request and survival analysis";"";"JOUR";"Nakata, Y. and Zhang, X.";"";"Economics of Innovation and New Technology";"2012";"21";"1";"31";"54";"10.1080/10438599.2010.537897";"English";"../../data/raw_data/scopus_patent_propensity.ris"
"81";"Van.pottelsberghe.de.la.potterie_2011_IndandCorCha";"This article develops a methodology to compare the quality of examination services in three major patent systems. Quality is defined as the extent to which patent systems comply with the patentability conditions in a transparent way. The methodology consists of a two-layer analytical framework encompassing ""legal standards"" (LS) and their ""operational design"" (OD) which includes several interdependent components that affect the stringency and transparency of the filtering process. The comparison of patent systems in Europe, Japan, and the United States shows that their operational designs differ substantially the European system provides higher-quality and more expensive examination services than the United States one, while the Japanese Patent system is in an intermediate position. The results illustrate that different system designs lead to different outcomes in terms of backlogs, patent propensity, and the number of dubious patent rights in force. In this respect, these findings (i) provide an empirical validation of the conjecture of a vicious cycle linking the quality of examination and demand for patents and (ii) highlight the need for a multifaceted convergence of patent systems before mutual recognition is put in place. The Author 2011. Published by Oxford University Press on behalf of Associazione ICC. All rights reserved. analytical framework and empirical analysis and methodology and Europe and Japan and United States";"The quality factor in patent systems";"This article develops a methodology to compare the quality of examination services in three major patent systems. Quality is defined as the extent to which patent systems comply with the patentability conditions in a transparent way. The methodology consists of a two-layer analytical framework encompassing ""legal standards"" (LS) and their ""operational design"" (OD) which includes several interdependent components that affect the stringency and transparency of the filtering process. The comparison of patent systems in Europe, Japan, and the United States shows that their operational designs differ substantially the European system provides higher-quality and more expensive examination services than the United States one, while the Japanese Patent system is in an intermediate position. The results illustrate that different system designs lead to different outcomes in terms of backlogs, patent propensity, and the number of dubious patent rights in force. In this respect, these findings (i) provide an empirical validation of the conjecture of a vicious cycle linking the quality of examination and demand for patents and (ii) highlight the need for a multifaceted convergence of patent systems before mutual recognition is put in place. The Author 2011. Published by Oxford University Press on behalf of Associazione ICC. All rights reserved.";"analytical framework and empirical analysis and methodology and Europe and Japan and United States";"";"JOUR";"Van pottelsberghe de la potterie, B.";"";"Industrial and Corporate Change";"2011";"20";"6";"1755";"1793";"10.1093/icc/dtr066";"English";"../../data/raw_data/scopus_patent_propensity.ris"
"83";"Yang_2010_ChiandWorEco";"Using a survey administered in Zhongguancun Science Park in Beijing, China, this paper investigates the impact of R&D personnel-related intellectual property management practices on the patent propensity of small technology-based firms. It is found that R&D personnel-related management practices, including training and reward mechanisms, are effective in enhancing a firm's willingness to patent. In particular, we find that reward mechanisms can negatively moderate the effect of size on a firm's willingness to patent. One implication that emerged from the analysis is that a small firm can counteract its size disadvantage in patenting by introducing a well-developed reward mechanism. 2010 Institute of World Economics and Politics, Chinese Academy of Social Sciences. Innovation surveys and Patent propensity and Reward mechanism and Science park";"Patent propensity in small technology-based firms Evidence from Zhongguancun Science Park";"Using a survey administered in Zhongguancun Science Park in Beijing, China, this paper investigates the impact of R&D personnel-related intellectual property management practices on the patent propensity of small technology-based firms. It is found that R&D personnel-related management practices, including training and reward mechanisms, are effective in enhancing a firm's willingness to patent. In particular, we find that reward mechanisms can negatively moderate the effect of size on a firm's willingness to patent. One implication that emerged from the analysis is that a small firm can counteract its size disadvantage in patenting by introducing a well-developed reward mechanism. 2010 Institute of World Economics and Politics, Chinese Academy of Social Sciences.";"Innovation surveys and Patent propensity and Reward mechanism and Science park";"";"JOUR";"Yang, D. and Li, X. and Chen, J.";"";"China and World Economy";"2010";"18";"1";"116";"99";"10.1111/j.1749-124X.2010.01183.x";"English";"../../data/raw_data/scopus_patent_propensity.ris"
"84";"Kijek_2010_CompEconRese";"This article presents some findings of an analysis of innovation input output relationship in EU member states. The first section of the paper considers the role of innovation in economic growth with particular attention to the new endogenous growth models. In the second part, the dichotomous approach to innovation and its measures is presented. The last section contains the methodology and outcome of research. The results of the study show that R&D expenditures, ICT and human capital are the key innovation inputs that affect such innovation outputs as innovation and patent propensity and new-to-market sales. 2010, Versita. All rights reserved. NA";"The Analysis of Innovation Input-Output Relationships in Eu Member States";"This article presents some findings of an analysis of innovation input output relationship in EU member states. The first section of the paper considers the role of innovation in economic growth with particular attention to the new endogenous growth models. In the second part, the dichotomous approach to innovation and its measures is presented. The last section contains the methodology and outcome of research. The results of the study show that R&D expenditures, ICT and human capital are the key innovation inputs that affect such innovation outputs as innovation and patent propensity and new-to-market sales. 2010, Versita. All rights reserved.";NA;"";"JOUR";"Kijek, A. and Kijek, T.";"";"Comparative Economic Research";"2010";"13";"3";"106";"93";"10.2478/v10103-009-0040-5";"English";"../../data/raw_data/scopus_patent_propensity.ris"
"85";"Schettino_2009_IndandInn";"This paper is based upon a survey on a regional sample of Italian inventors who, between 1991 and 2005, were named in patent applications filed at the European Patent Office. Their features and patenting activities are examined in relation to the size of their organizations. Compared to those from medium and large companies, the inventors working in small firms are less productive in terms of patent applications. However, according to different indicators, it emerges that there is no difference in the average quality of patented inventions of the two groups. Nevertheless, one-third of small applicants evaluates negatively its patenting experience, while this is true for only a tiny fraction of larger patentees. On the basis of further interviews, we find that these assessments are particularly influenced by the different capacity to enforce patent rights. 2009 Taylor & Francis. Enforcement of patent rights and Firm size and Inventors and applicants of EPO patents and Patent propensity and quality and firm size and intellectual property rights";"Reaping the benefits of patenting activities Does the size of patentees matter?";"This paper is based upon a survey on a regional sample of Italian inventors who, between 1991 and 2005, were named in patent applications filed at the European Patent Office. Their features and patenting activities are examined in relation to the size of their organizations. Compared to those from medium and large companies, the inventors working in small firms are less productive in terms of patent applications. However, according to different indicators, it emerges that there is no difference in the average quality of patented inventions of the two groups. Nevertheless, one-third of small applicants evaluates negatively its patenting experience, while this is true for only a tiny fraction of larger patentees. On the basis of further interviews, we find that these assessments are particularly influenced by the different capacity to enforce patent rights. 2009 Taylor & Francis.";"Enforcement of patent rights and Firm size and Inventors and applicants of EPO patents and Patent propensity and quality and firm size and intellectual property rights";"";"JOUR";"Schettino, F. and Sterlacchini, A.";"";"Industry and Innovation";"2009";"16";"6";"613";"633";"10.1080/13662710903371140";"English";"../../data/raw_data/scopus_patent_propensity.ris"
"86";"Bessen_2007_JoofEcanMaSt";"Software patents have grown rapidly in number and now comprise 15% of all patents. They are acquired primarily by large manufacturing firms in industries known for strategic patenting; only 5% belong to software publishers. The very large increase in software patent propensity over time is not adequately explained by changes in R&D investments, employment of computer programmers, or productivity growth. The residual increase in software patent propensity is consistent with a sizeable increase in the cost effectiveness of software patents during the 1990s, perhaps arising from changes in the application of patent law to computer software. 2007 Blackwell Publishing. NA";"An empirical look at software patents";"Software patents have grown rapidly in number and now comprise 15% of all patents. They are acquired primarily by large manufacturing firms in industries known for strategic patenting; only 5% belong to software publishers. The very large increase in software patent propensity over time is not adequately explained by changes in R&D investments, employment of computer programmers, or productivity growth. The residual increase in software patent propensity is consistent with a sizeable increase in the cost effectiveness of software patents during the 1990s, perhaps arising from changes in the application of patent law to computer software. 2007 Blackwell Publishing.";NA;"";"JOUR";"Bessen, J. and Hunt, R.M.";"";"Journal of Economics and Management Strategy";"2007";"16";"1";"157";"189";"10.1111/j.1530-9134.2007.00136.x";"English";"../../data/raw_data/scopus_patent_propensity.ris"
"88";"Thumm_2004_InJoofTePoanMa";"Patents are nowadays used in many different ways. The original idea of the patent system was to protect inventions and to foster the distribution of the technology involved, thereby functioning as an incentive for investment in research and development. This primary function is losing importance as new, secondary uses of patents come into focus such as to protect the reputation of the company, to be offered as bargaining chips, and to block competitors. This article investigates the relevance of patents in the biotechnology industry. It examines in how far patents are an adequate appropriation method to provide incentives for biotechnological inventions. The results are based on a survey conducted in Switzerland. Copyright 2004 Inderscience Enterprises Ltd. Alternative protection tools and Biotechnological inventions and Motives to patent and Patent propensity and Secrecy and Biotechnology and Competition and Industrial economics and Investments and Research and development management and Surveys and Alternative protection tools and Biotechnological inventions and Motives to patents and Patent propensity and Secrecy and Patents and inventions";"Motives for patenting biotechnological inventions An empirical investigation in Switzerland";"Patents are nowadays used in many different ways. The original idea of the patent system was to protect inventions and to foster the distribution of the technology involved, thereby functioning as an incentive for investment in research and development. This primary function is losing importance as new, secondary uses of patents come into focus such as to protect the reputation of the company, to be offered as bargaining chips, and to block competitors. This article investigates the relevance of patents in the biotechnology industry. It examines in how far patents are an adequate appropriation method to provide incentives for biotechnological inventions. The results are based on a survey conducted in Switzerland. Copyright 2004 Inderscience Enterprises Ltd.";"Alternative protection tools and Biotechnological inventions and Motives to patent and Patent propensity and Secrecy and Biotechnology and Competition and Industrial economics and Investments and Research and development management and Surveys and Alternative protection tools and Biotechnological inventions and Motives to patents and Patent propensity and Secrecy and Patents and inventions";"";"JOUR";"Thumm, N.";"";"International Journal of Technology, Policy and Management";"2004";"4";"3";"275";"285";"10.1504/IJTPM.2004.006078";"English";"../../data/raw_data/scopus_patent_propensity.ris"
"89";"Arundel_1998_TecAnaandStrMan";"Patent databases contain a wealth of technical information, but only a fraction of innovative small and medium-sized enterprises (SAIEs) use them as an information source. The characteristics of SAIEs that use patent databases and the reasons why they do or do not use them are investigated in this study. Part of the analysis is based on the Community Innovation Survey results, which is the largest survey to date of innovative European firms. The results show that the probability of using patent databases increases with firm size and is higher among firms that perform research and development or which find patents of value as an appropriation method. Furthermore, the percentage of firms in each of 14 sectors that find patents to be an important information source is correlated with the patent propensity rale in each sector. The second part of the study is based on a combined survey and interview study of Dutch SAIEs in five high-technology sectors. The results show that SMEs mainly use patent databases to acquire information, often for legal purposes, that is not available from any other source. In contrast, these databases are seldom used to acquire technical data, largely because of the cost in terms of personnel time and expertise. This points to the need for simpler and more efficient methods of searching patent databases. manufacturing and patent databases and science and technology and small and medium-sized enterprise and Europe";"The use of patent databases by European small and medium-sized enterprises";"Patent databases contain a wealth of technical information, but only a fraction of innovative small and medium-sized enterprises (SAIEs) use them as an information source. The characteristics of SAIEs that use patent databases and the reasons why they do or do not use them are investigated in this study. Part of the analysis is based on the Community Innovation Survey results, which is the largest survey to date of innovative European firms. The results show that the probability of using patent databases increases with firm size and is higher among firms that perform research and development or which find patents of value as an appropriation method. Furthermore, the percentage of firms in each of 14 sectors that find patents to be an important information source is correlated with the patent propensity rale in each sector. The second part of the study is based on a combined survey and interview study of Dutch SAIEs in five high-technology sectors. The results show that SMEs mainly use patent databases to acquire information, often for legal purposes, that is not available from any other source. In contrast, these databases are seldom used to acquire technical data, largely because of the cost in terms of personnel time and expertise. This points to the need for simpler and more efficient methods of searching patent databases.";"manufacturing and patent databases and science and technology and small and medium-sized enterprise and Europe";"";"JOUR";"Arundel, A. and Steinmueller, E.";"";"Technology Analysis and Strategic Management";"1998";"10";"2";"157";"172";NA;"English";"../../data/raw_data/scopus_patent_propensity.ris"
"93";"Park_2017_Scie";"Patent applicants and examiners do not always have the same point of view when conducting a prior-art search. Although several studies have suggested differences between citations by applicants and examiners, the data and range of empirical studies are too incomplete to generalize the characteristics of relationships between citation types and the value of a technology or invention. To overcome this limitation, it is crucial to compare citations by applicants and by examiners in depth, with diverse perspectives and data, to determine the value of patent information for technological innovation. Thus, this paper suggests that the differences in the composition of technical information and patent quality in patent-level investigations as well as the locus of the knowledge source and knowledge recentness in knowledge-level investigations according to patent citation type (by applicants and examiners) reflect Pavitts perspective on the nature, impact, and source of technological innovation. We found that the quality of patents cited by applicants is higher than that of those by examiners in four industries, excluding a supplier-dominated industry. The citation types are related to the locus of the knowledge source in four industries, excluding the supplier-dominated industry. In particular, the patents cited by examiners tended to be more recently issued in all sectoral fields. This research contributes to confirming the technological value of patents based on the citation behaviors of applicants and examiners through empirical analysis. The results can be utilized to investigate signals or noise in technological innovation and improve processes or systems of patent examination. In addition, it can help applicants conduct more thorough prior-art searches by comprehending the examiners perspective toward citations to increase the probability of patent registration. 2017, Akadmiai Kiad, Budapest, Hungary. Patent citations and Patent examiner and Pavitts taxonomy and Technology value";"Analyzing the value of technology based on the differences of patent citations between applicants and examiners";"Patent applicants and examiners do not always have the same point of view when conducting a prior-art search. Although several studies have suggested differences between citations by applicants and examiners, the data and range of empirical studies are too incomplete to generalize the characteristics of relationships between citation types and the value of a technology or invention. To overcome this limitation, it is crucial to compare citations by applicants and by examiners in depth, with diverse perspectives and data, to determine the value of patent information for technological innovation. Thus, this paper suggests that the differences in the composition of technical information and patent quality in patent-level investigations as well as the locus of the knowledge source and knowledge recentness in knowledge-level investigations according to patent citation type (by applicants and examiners) reflect Pavitts perspective on the nature, impact, and source of technological innovation. We found that the quality of patents cited by applicants is higher than that of those by examiners in four industries, excluding a supplier-dominated industry. The citation types are related to the locus of the knowledge source in four industries, excluding the supplier-dominated industry. In particular, the patents cited by examiners tended to be more recently issued in all sectoral fields. This research contributes to confirming the technological value of patents based on the citation behaviors of applicants and examiners through empirical analysis. The results can be utilized to investigate signals or noise in technological innovation and improve processes or systems of patent examination. In addition, it can help applicants conduct more thorough prior-art searches by comprehending the examiners perspective toward citations to increase the probability of patent registration. 2017, Akadmiai Kiad, Budapest, Hungary.";"Patent citations and Patent examiner and Pavitts taxonomy and Technology value";"";"JOUR";"Park, I. and Jeong, Y. and Yoon, B.";"";"Scientometrics";"2017";"111";"2";"665";"691";"10.1007/s11192-017-2323-0";"";"../../data/raw_data/scopus_probability_of_patent.ris"
"94";"Kim_2015_ReofInOr";"This paper investigates a firms decisions regarding renewal and patenting of sequential inventions and tests the implications of a dynamic model of patent portfolio management where a firm makes the decisions taking into account complementarity and substitutability across sequential inventions. We use cross-price effects of renewal fees and filing fees on renewal and patenting decisions to identify complementarity or substitutability. We find that higher filing fees are associated with a lower probability of patent renewal, which supports the idea of complementarity across sequential inventions. 2015, Springer Science+Business Media New York. Application filing fees and Patent portfolio and Patent renewal fees and Patenting and Renewal and Sequential inventions";"Patent Portfolio Management of Sequential Inventions Evidence from US Patent Renewal Data";"This paper investigates a firms decisions regarding renewal and patenting of sequential inventions and tests the implications of a dynamic model of patent portfolio management where a firm makes the decisions taking into account complementarity and substitutability across sequential inventions. We use cross-price effects of renewal fees and filing fees on renewal and patenting decisions to identify complementarity or substitutability. We find that higher filing fees are associated with a lower probability of patent renewal, which supports the idea of complementarity across sequential inventions. 2015, Springer Science+Business Media New York.";"Application filing fees and Patent portfolio and Patent renewal fees and Patenting and Renewal and Sequential inventions";"";"JOUR";"Kim, J.";"";"Review of Industrial Organization";"2015";"47";"2";"195";"218";"10.1007/s11151-015-9468-x";"";"../../data/raw_data/scopus_probability_of_patent.ris"
"95";"Burhop_2013_BusiHistRevi";"Using newly collected patent assignment data for late nineteenth-and early twentieth-century Germany and a standard econometric approach from the international trade literature-the gravity model-we demonstrate the existence of border effects on a historical technology market. We show that the geographic distance between assignor and assignee negatively affected the probability of patent assignments, as well as the fact that a state or international border separated the two contracting parties. Surprisingly, we show that the effect of a state border within Germany was nearly as large as the effect of an international border. 2013 The President and Fellows of Harvard College. NA";"The German market for patents during the second industrialization, 1884-1913 A gravity approach";"Using newly collected patent assignment data for late nineteenth-and early twentieth-century Germany and a standard econometric approach from the international trade literature-the gravity model-we demonstrate the existence of border effects on a historical technology market. We show that the geographic distance between assignor and assignee negatively affected the probability of patent assignments, as well as the fact that a state or international border separated the two contracting parties. Surprisingly, we show that the effect of a state border within Germany was nearly as large as the effect of an international border. 2013 The President and Fellows of Harvard College.";NA;"";"JOUR";"Burhop, C. and Wolf, N.";"";"Business History Review";"2013";"87";"1";"69";"93";"10.1017/S0007680513000147";"";"../../data/raw_data/scopus_probability_of_patent.ris"
"96";"Elhauge_2012_TexLawRev";"Courts and commentators are sharply divided about how to assess ""reverse payment"" patent settlements under antitrust law. The essential problem is that a PTO-issued patent provides only a probabilistic indication that courts would hold that the patent is actually valid and infringed, and parties have incentives to structure reverse payment settlements to exclude entry for longer than this patent probability would merit. Some favor comparing the settlement exclusion period to the expected litigation exclusion period, but this requires difficult case-bycase assessments of the probabilities of patent victory. Others instead favor a formal ""scope of the patent"" test that allows such settlements for nonsham patents if the settlement does not delay entry beyond the patent term, preclude noninfringing products, or delay nonsettling entrants. However, the formal scope of the patent test excludes entry for longer than merited by the patent strength, and it provides no solution when there is either a significant dispute about infringement or a bottleneck issue delaying other entrants. This Article provides a way out of this dilemma. It proves that when the reverse payment amount exceeds the patent holder's anticipated litigation costs, then under standard conditions the settlement will, according to the patent holder's own probability estimate, exclude entry for longer than both the expected litigation exclusion period and the optimal patent exclusion period, and thus will both harm consumer welfare and undermine optimal innovation incentives. Further, whenever a reverse payment is necessary for settlement, it will also have those same anticompetitive effects according to the entrant's probability estimate. This proof thus provides an easily administrable way to determine when a reverse payment settlement is necessarily anticompetitive, without requiring any probabilistic inquiry into the patent merits. We also show that, contrary to conventional wisdom, patent settlements without any reverse payment usually (but not always) exceed both the expected litigation exclusion period and the optimal patent exclusion period, and we suggest a procedural solution to resolve such cases. NA";"Solving the patent settlement puzzle";"Courts and commentators are sharply divided about how to assess ""reverse payment"" patent settlements under antitrust law. The essential problem is that a PTO-issued patent provides only a probabilistic indication that courts would hold that the patent is actually valid and infringed, and parties have incentives to structure reverse payment settlements to exclude entry for longer than this patent probability would merit. Some favor comparing the settlement exclusion period to the expected litigation exclusion period, but this requires difficult case-bycase assessments of the probabilities of patent victory. Others instead favor a formal ""scope of the patent"" test that allows such settlements for nonsham patents if the settlement does not delay entry beyond the patent term, preclude noninfringing products, or delay nonsettling entrants. However, the formal scope of the patent test excludes entry for longer than merited by the patent strength, and it provides no solution when there is either a significant dispute about infringement or a bottleneck issue delaying other entrants. This Article provides a way out of this dilemma. It proves that when the reverse payment amount exceeds the patent holder's anticipated litigation costs, then under standard conditions the settlement will, according to the patent holder's own probability estimate, exclude entry for longer than both the expected litigation exclusion period and the optimal patent exclusion period, and thus will both harm consumer welfare and undermine optimal innovation incentives. Further, whenever a reverse payment is necessary for settlement, it will also have those same anticompetitive effects according to the entrant's probability estimate. This proof thus provides an easily administrable way to determine when a reverse payment settlement is necessarily anticompetitive, without requiring any probabilistic inquiry into the patent merits. We also show that, contrary to conventional wisdom, patent settlements without any reverse payment usually (but not always) exceed both the expected litigation exclusion period and the optimal patent exclusion period, and we suggest a procedural solution to resolve such cases.";NA;"";"JOUR";"Elhauge, E. and Krueger, A.";"";"Texas Law Review";"2012";"91";"2";"283";"330";NA;"";"../../data/raw_data/scopus_probability_of_patent.ris"
"97";"Alecke_2012_GermEconRevi";"We analyse the impact of public subsidies on private sector research and development (R&D) activity for a sample of East German firms. Using propensity score matching, our empirical results indicate that subsidized firms indeed show a higher level of R&D intensity (R&D expenditures relative to total turnover) and a higher probability for patent application compared with non-subsidized firms. We find that, on average, the R&D intensity increases from 1.5% to 3.9%. The probability of patent application rises from 20% to 40%. These results closely match earlier empirical findings for East Germany. Given the fact that the East German innovation system is particularly driven by small- and medium-sized enterprises (SMEs), we draw special attention to the effectiveness of R&D subsidies for this latter subgroup. Here, no specific empirical evidence is available so far. Our findings indicate that policy effectiveness also holds for private R&D activity of SMEs, with the highest increase in terms of R&D intensity being estimated for microbusinesses with up to ten employees. 2011 Verein fr Socialpolitik. East Germany and Propensity score matching and R&D subsidies and SME";"Does Firm Size make a Difference? Analysing the Effectiveness of R&D Subsidies in East Germany";"We analyse the impact of public subsidies on private sector research and development (R&D) activity for a sample of East German firms. Using propensity score matching, our empirical results indicate that subsidized firms indeed show a higher level of R&D intensity (R&D expenditures relative to total turnover) and a higher probability for patent application compared with non-subsidized firms. We find that, on average, the R&D intensity increases from 1.5% to 3.9%. The probability of patent application rises from 20% to 40%. These results closely match earlier empirical findings for East Germany. Given the fact that the East German innovation system is particularly driven by small- and medium-sized enterprises (SMEs), we draw special attention to the effectiveness of R&D subsidies for this latter subgroup. Here, no specific empirical evidence is available so far. Our findings indicate that policy effectiveness also holds for private R&D activity of SMEs, with the highest increase in terms of R&D intensity being estimated for microbusinesses with up to ten employees. 2011 Verein fr Socialpolitik.";"East Germany and Propensity score matching and R&D subsidies and SME";"";"JOUR";"Alecke, B. and Mitze, T. and Reinkowski, J. and Untiedt, G.";"";"German Economic Review";"2012";"13";"2";"174";"195";"10.1111/j.1468-0475.2011.00546.x";"";"../../data/raw_data/scopus_probability_of_patent.ris"
"98";"Su_2012_Scie";"This study aims to propose an early precaution method which allows predicting probability of patent infringement as well as evaluating patent value. To obtain the purposes, a large-scale analysis on both litigated patents and non-litigated patents issued between 1976 and 2010 by USPTO are conducted. The holistic scale analysis on the two types of patents (3,878,852 non-litigated patents and 31,992 litigated patents in total) issued by USPTO from 1976 to 2010 has not been conducted in literatures and need to be investigated to allow patent researchers to understand the overall picture of the USPTO patents. Also, by comparing characteristics of all litigated patents to that of non-litigated patents, a precaution method for patent litigation can be obtained. Both litigated patents and non-litigated patents are analyzed to understand the differences between the two types of patents in terms of different variables. It is found that there are statistically significant differences for the two types of patents in the following 11 variables (1) No. of Assignee, (2) No. of Assignee Country, (3) No. of Inventor, (4) Inventor Country, (5) No. of Patent Reference, (6) No. of Patent Citation Received, (7) No. of IPC, (8) No. of UPC, (9) No. of Claim, (10) No. of Non-Patent Reference, and (11) No. of Foreign Reference. Finally, logistic regression is used for predicting the probability of occurrence of a patent litigation by fitting the 11 characteristics of 3,910,844 USPTO patents to a logistic function curve. 2012 Akadmiai Kiad, Budapest, Hungary. Logistic model and Patent characteristics and Patent litigation and Precaution";"Patent litigation precaution method Analyzing characteristics of US litigated and non-litigated patents from 1976 to 2010";"This study aims to propose an early precaution method which allows predicting probability of patent infringement as well as evaluating patent value. To obtain the purposes, a large-scale analysis on both litigated patents and non-litigated patents issued between 1976 and 2010 by USPTO are conducted. The holistic scale analysis on the two types of patents (3,878,852 non-litigated patents and 31,992 litigated patents in total) issued by USPTO from 1976 to 2010 has not been conducted in literatures and need to be investigated to allow patent researchers to understand the overall picture of the USPTO patents. Also, by comparing characteristics of all litigated patents to that of non-litigated patents, a precaution method for patent litigation can be obtained. Both litigated patents and non-litigated patents are analyzed to understand the differences between the two types of patents in terms of different variables. It is found that there are statistically significant differences for the two types of patents in the following 11 variables (1) No. of Assignee, (2) No. of Assignee Country, (3) No. of Inventor, (4) Inventor Country, (5) No. of Patent Reference, (6) No. of Patent Citation Received, (7) No. of IPC, (8) No. of UPC, (9) No. of Claim, (10) No. of Non-Patent Reference, and (11) No. of Foreign Reference. Finally, logistic regression is used for predicting the probability of occurrence of a patent litigation by fitting the 11 characteristics of 3,910,844 USPTO patents to a logistic function curve. 2012 Akadmiai Kiad, Budapest, Hungary.";"Logistic model and Patent characteristics and Patent litigation and Precaution";"";"JOUR";"Su, H.-N. and Chen, C.M.-L. and Lee, P.-C.";"";"Scientometrics";"2012";"92";"1";"181";"195";"10.1007/s11192-012-0716-7";"";"../../data/raw_data/scopus_probability_of_patent.ris"
"99";"Mouallem_2010_IEEInsandMeaMag";"Inventors and entrepreneurs should file a patent application in order to minimize the risk of devaluing an invention, probability of patent application being deemed unpatentable or lacking enablement, or having a patent being deemed unenforceable against breach. A provisional patent application (PPA) process allows an inventor to secure a patent pending status for an application for a limited period of 12 months. A patentability search is performed to determine that whether the innovation is patentable. The search involves searching various databases generally patent databases including the USPTO, World Intellectual Property Organization (WIPO), European Patent Office (EPO), and Japan Patent Office (JPO) for keyword related to the innovation. The effective approach to drafting a PPA is to follow the specification of a non-provisional patent application (NPPA) that includes sections which are entitled as inventors, title, field and background of the invention, summary of the invention, brief description of the drawings, and description of the preferred embodiments. NA";"A do-it-yourself approach to securing patent protection, part 1 in a series on protecting your inventions with limited resources";"Inventors and entrepreneurs should file a patent application in order to minimize the risk of devaluing an invention, probability of patent application being deemed unpatentable or lacking enablement, or having a patent being deemed unenforceable against breach. A provisional patent application (PPA) process allows an inventor to secure a patent pending status for an application for a limited period of 12 months. A patentability search is performed to determine that whether the innovation is patentable. The search involves searching various databases generally patent databases including the USPTO, World Intellectual Property Organization (WIPO), European Patent Office (EPO), and Japan Patent Office (JPO) for keyword related to the innovation. The effective approach to drafting a PPA is to follow the specification of a non-provisional patent application (NPPA) that includes sections which are entitled as inventors, title, field and background of the invention, summary of the invention, brief description of the drawings, and description of the preferred embodiments.";NA;"";"JOUR";"Mouallem, R.K.";"";"IEEE Instrumentation and Measurement Magazine";"2010";"13";"1";"20";"22";"10.1109/MIM.2010.5399213";"";"../../data/raw_data/scopus_probability_of_patent.ris"
"100";"Pacagnella.Jnior_2009_Prod";"This paper aims at analyzing the influence variables of patent obtaining by the industries from So Paulo State, using to this, data from Pesquisa de Atividade Econmica Paulista (PAEP) provided by Fundao Sistema de Anlise de Dados (SEADE) from 1999 to 2001. The research has a quantitative approach with descriptive and correlational characteristics, where the statistical method used was the logistic regression. The results show that the export orientation, the capital origin, the main outcome source (goods or services), the factor related to the investments on research and development, (R&D) availability of R&D specific department or laboratory, R&D cooperation and the information sources for innovative activities are significant influence va- riables on the probability of patent obtaining. Logistic regression and Patents and Technological innovation";"Patent obtaining in the So Paulo State industry An analysis using logistic regression";"This paper aims at analyzing the influence variables of patent obtaining by the industries from So Paulo State, using to this, data from Pesquisa de Atividade Econmica Paulista (PAEP) provided by Fundao Sistema de Anlise de Dados (SEADE) from 1999 to 2001. The research has a quantitative approach with descriptive and correlational characteristics, where the statistical method used was the logistic regression. The results show that the export orientation, the capital origin, the main outcome source (goods or services), the factor related to the investments on research and development, (R&D) availability of R&D specific department or laboratory, R&D cooperation and the information sources for innovative activities are significant influence va- riables on the probability of patent obtaining.";"Logistic regression and Patents and Technological innovation";"";"JOUR";"Pacagnella Jnior, A.C. and Porto, G.S. and Kannebley Jnior, S. and da Silva, S.L. and Bonacim, C.A.G.";"";"Producao";"2009";"19";"2";"261";"273";"10.1590/S0103-65132009000200004";"";"../../data/raw_data/scopus_probability_of_patent.ris"
